
real	0m9.371s
user	0m12.197s
sys	0m1.278s

real	0m9.367s
user	0m12.426s
sys	0m1.268s

real	0m9.248s
user	0m12.294s
sys	0m1.237s

real	0m9.117s
user	0m12.309s
sys	0m1.198s

real	0m9.328s
user	0m12.215s
sys	0m1.218s

real	0m9.588s
user	0m12.218s
sys	0m1.209s

real	0m9.118s
user	0m12.172s
sys	0m1.191s

real	0m9.968s
user	0m12.348s
sys	0m1.230s

real	0m9.520s
user	0m12.182s
sys	0m1.215s

real	0m9.269s
user	0m12.551s
sys	0m1.220s
