[0, 0, 0, 0, 0, 0],904,6191,623
[0, 0, 0, 0, 0, 1],904,5917,650
[0, 0, 0, 0, 1, 0],937,6579,577
[0, 0, 0, 0, 1, 1],937,6295,605
[0, 0, 0, 1, 0, 0],907,6533,608
[0, 0, 0, 1, 0, 1],907,6258,635
[0, 0, 0, 1, 1, 0],939,6923,562
[0, 0, 0, 1, 1, 1],939,6638,590
[0, 0, 1, 0, 0, 0],906,6147,632
[0, 0, 1, 0, 0, 1],906,5872,660
[0, 0, 1, 0, 1, 0],938,6535,586
[0, 0, 1, 0, 1, 1],938,6251,615
[0, 0, 1, 1, 0, 0],909,6489,617
[0, 0, 1, 1, 0, 1],909,6214,645
[0, 0, 1, 1, 1, 0],941,6879,571
[0, 0, 1, 1, 1, 1],941,6594,600
[0, 1, 0, 0, 0, 0],930,6757,551
[0, 1, 0, 0, 0, 1],930,6475,579
[0, 1, 0, 0, 1, 0],963,7156,504
[0, 1, 0, 0, 1, 1],963,6864,533
[0, 1, 0, 1, 0, 0],933,7100,536
[0, 1, 0, 1, 0, 1],933,6818,564
[0, 1, 0, 1, 1, 0],966,7501,488
[0, 1, 0, 1, 1, 1],966,7208,518
[0, 1, 1, 0, 0, 0],932,6711,560
[0, 1, 1, 0, 0, 1],932,6429,589
[0, 1, 1, 0, 1, 0],965,7110,513
[0, 1, 1, 0, 1, 1],965,6818,543
[0, 1, 1, 1, 0, 0],934,7055,545
[0, 1, 1, 1, 0, 1],934,6771,574
[0, 1, 1, 1, 1, 0],968,7455,498
[0, 1, 1, 1, 1, 1],968,7162,527
[1, 0, 0, 0, 0, 0],746,4349,521
[1, 0, 0, 0, 0, 1],746,4123,544
[1, 0, 0, 0, 1, 0],773,4674,483
[1, 0, 0, 0, 1, 1],773,4439,507
[1, 0, 0, 1, 0, 0],748,4688,506
[1, 0, 0, 1, 0, 1],748,4461,529
[1, 0, 0, 1, 1, 0],775,5014,468
[1, 0, 0, 1, 1, 1],775,4779,491
[1, 0, 1, 0, 0, 0],748,4314,529
[1, 0, 1, 0, 0, 1],748,4087,552
[1, 0, 1, 0, 1, 0],775,4639,491
[1, 0, 1, 0, 1, 1],775,4404,514
[1, 0, 1, 1, 0, 0],750,4653,514
[1, 0, 1, 1, 0, 1],750,4426,536
[1, 0, 1, 1, 1, 0],777,4979,475
[1, 0, 1, 1, 1, 1],777,4743,499
[1, 1, 0, 0, 0, 0],764,4767,463
[1, 1, 0, 0, 0, 1],764,4536,486
[1, 1, 0, 0, 1, 0],792,5099,424
[1, 1, 0, 0, 1, 1],792,4859,448
[1, 1, 0, 1, 0, 0],766,5107,448
[1, 1, 0, 1, 0, 1],766,4875,471
[1, 1, 0, 1, 1, 0],794,5440,408
[1, 1, 0, 1, 1, 1],794,5199,432
[1, 1, 1, 0, 0, 0],765,4731,470
[1, 1, 1, 0, 0, 1],765,4499,494
[1, 1, 1, 0, 1, 0],793,5063,431
[1, 1, 1, 0, 1, 1],793,4823,455
[1, 1, 1, 1, 0, 0],768,5071,455
[1, 1, 1, 1, 0, 1],768,4838,479
[1, 1, 1, 1, 1, 0],795,5404,416
[1, 1, 1, 1, 1, 1],795,5163,440

