Time,CPU Usage
42243.854498,25.0
42243.854510,30.1
42243.854522,25.8
42243.854533,24.2
42243.854545,25.4
42243.854557,25.0
42243.854568,25.0
42243.854580,24.5
42243.854591,24.0
42243.854603,24.4
42243.854615,25.0
42243.854626,24.9
42243.854638,24.6
42243.854649,24.8
42243.854661,18.2
42243.854673,0.1
42243.854684,0.1
42243.854696,0.1
42243.854708,0.7
42243.854726,0.1
42243.854744,0.2
42243.854860,15.0
42243.854872,25.0
42243.854999,24.5
42243.855126,24.4
42243.855254,24.4
42243.855274,18.0
42243.855378,0.2
42243.855494,19.0
42243.855506,24.3
42243.855633,24.6
42243.855677,24.0
42243.855804,24.5
42243.855879,24.5
42243.855942,0.1
42243.856069,10.2
42243.856115,24.6
42243.856243,24.6
42243.856254,23.9
42243.856382,24.2
42243.856488,24.3
42243.856555,1.4
42243.856682,10.9
42243.856729,24.1
42243.856856,24.3
42243.856983,24.5
42243.857111,24.1
42243.857122,0.2
42243.857172,0.4
42243.857299,12.7
42243.857346,25.3
42243.857357,24.9
42243.857485,24.6
42243.857612,24.6
42243.857646,24.4
42243.857724,21.6
42243.857786,0.2
42243.857913,0.1
42243.857959,0.1
42243.857971,0.1
42243.858040,0.2
42243.858051,0.2
42243.858091,0.6
42243.858103,0.1
42243.858114,2.6
42243.858126,24.1
42243.858137,24.9
42243.858149,23.8
42243.858161,24.3
42243.858172,23.9
42243.858184,23.5
42243.858195,24.1
42243.858207,23.8
42243.858219,23.2
42243.858230,22.0
42243.858242,21.9
42243.858253,22.3
42243.858265,22.8
42243.858277,23.2
42243.858288,23.8
42243.858300,23.9
42243.858311,24.6
42243.858323,25.7
42243.858335,25.8
42243.858346,25.1
42243.858358,24.9
42243.858370,25.2
42243.858381,24.3
42243.858393,24.2
42243.858404,24.0
42243.858416,24.9
42243.858427,25.5
42243.858439,23.9
42243.858451,24.3
42243.858462,24.4
42243.858474,25.0
42243.858485,25.2
42243.858497,24.6
42243.858509,24.9
42243.858520,25.5
42243.858532,24.5
42243.858543,25.6
42243.858555,24.6
42243.858566,23.7
42243.858578,24.1
42243.858590,24.2
42243.858601,25.0
42243.858613,3.6
42243.858624,0.2
42243.858636,0.1
42243.858647,0.1
42243.858659,0.5
42243.858671,0.1
42243.858682,0.2
42243.858694,0.3
42243.858705,0.6
42243.858717,0.2
42243.858728,0.3
42243.858740,0.3
42243.858752,37.0
42243.858763,23.9
42243.858775,24.5
42243.858786,25.2
42243.858798,25.0
42243.858810,24.6
42243.858821,24.4
42243.858833,24.6
42243.858844,24.5
42243.858856,24.5
42243.858868,24.1
42243.858879,25.0
42243.859007,24.5
42243.859031,24.3
42243.859110,24.2
42243.859226,22.0
42243.859238,0.3
42243.859318,0.7
42243.859329,0.3
42243.859456,19.9
42243.859584,24.6
42243.859711,24.2
42243.859828,24.2
42243.859840,0.1
42243.859892,0.2
42243.860019,10.9
42243.860034,24.3
42243.860046,22.3
42243.860173,24.5
42243.860300,24.4
42243.860428,24.4
42243.860445,15.8
42243.860457,0.1
42243.860506,0.1
42243.860633,11.6
42243.860679,24.3
42243.860807,24.7
42243.860934,24.5
42243.861029,24.5
42243.861041,24.9
42243.861052,10.4
42243.861116,0.4
42243.861243,11.1
42243.861289,24.4
42243.861343,24.4
42243.861470,23.9
42243.861522,24.4
42243.861648,24.3
42243.861660,23.9
42243.861695,0.1
42243.861707,0.4
42243.861718,0.1
42243.861773,0.6
42243.861784,0.1
42243.861812,11.4
42243.861846,23.9
42243.861890,24.0
42243.862004,23.7
42243.862132,24.4
42243.862259,24.4
42243.862276,24.7
42243.862355,4.7
42243.862482,10.2
42243.862510,22.9
42243.862521,24.5
42243.862587,24.5
42243.862714,24.3
42243.862841,24.0
42243.862913,22.8
42243.862980,0.2
42243.863107,0.1
42243.863154,0.1
42243.863235,0.2
42243.863362,11.4
42243.863408,24.3
42243.863524,24.2
42243.863621,24.5
42243.863632,23.7
42243.863643,24.1
42243.863655,24.0
42243.863667,24.5
42243.863678,24.9
42243.863690,23.9
42243.863702,23.3
42243.863713,24.5
42243.863725,24.6
42243.863736,24.5
42243.863748,25.0
42243.863760,24.6
42243.863771,24.4
42243.863783,24.0
42243.863794,3.4
42243.863806,0.1
42243.863818,0.1
42243.863829,0.1
42243.863841,0.5
42243.863852,0.3
42243.863864,0.1
42243.863876,0.1
42243.863887,0.4
42243.863899,0.3
42243.863910,0.1
42243.863922,0.1
42243.863934,21.9
42243.863945,23.9
42243.863957,24.7
42243.863969,24.7
42243.863980,25.4
42243.863992,24.3
42243.864003,24.2
42243.864015,24.4
42243.864027,24.9
42243.864038,24.5
42243.864050,24.6
42243.864061,24.8
42243.864073,25.2
42243.864140,24.4
42243.864152,24.5
42243.864170,26.1
42243.864297,24.4
42243.864404,22.8
42243.864507,0.3
42243.864545,5.6
42243.864595,24.0
42243.864722,24.3
42243.864849,24.2
42243.864976,23.5
42243.864988,24.4
42243.865115,7.6
42243.865243,14.3
42243.865264,24.3
42243.865380,24.4
42243.865392,24.9
42243.865519,24.4
42243.865642,24.1
42243.865676,0.1
42243.865687,0.4
42243.865712,0.1
42243.865838,11.3
42243.865885,24.2
42243.865973,24.5
42243.866057,24.2
42243.866184,24.4
42243.866231,24.2
42243.866316,6.0
42243.866443,10.2
42243.866490,24.0
42243.866606,24.4
42243.866733,24.5
42243.866860,24.1
42243.866872,0.4
42243.866927,0.1
42243.867054,10.3
42243.867100,24.1
42243.867217,24.3
42243.867344,24.2
42243.867471,24.3
42243.867484,21.3
42243.867552,0.1
42243.867607,0.1
42243.867618,0.1
42243.867745,24.0
42243.867838,24.6
42243.867878,24.3
42243.867997,24.5
42243.868091,24.0
42243.868154,0.1
42243.868281,0.1
42243.868327,0.1
42243.868374,0.2
42243.868386,2.0
42243.868455,0.2
42243.868486,2.7
42243.868498,25.0
42243.868509,22.5
42243.868637,24.5
42243.868764,24.3
42243.868891,24.2
42243.868964,23.0
42243.869025,0.1
42243.869141,8.8
42243.869152,23.9
42243.869280,24.5
42243.869407,24.5
42243.869445,24.3
42243.869529,24.8
42243.869588,16.6
42243.869603,0.1
42243.869631,1.2
42243.869646,0.1
42243.869692,0.1
42243.869819,21.1
42243.869946,24.7
42243.870061,23.1
42243.870159,23.1
42243.870220,16.1
42243.870332,0.1
42243.870408,21.8
42243.870420,21.2
42243.870431,23.9
42243.870443,23.5
42243.870455,22.5
42243.870466,21.9
42243.870478,23.5
42243.870489,24.8
42243.870501,24.9
42243.870513,23.9
42243.870524,24.0
42243.870536,23.2
42243.870547,22.9
42243.870559,24.1
42243.870571,24.9
42243.870582,24.8
42243.870594,23.9
42243.870605,24.3
42243.870617,24.4
42243.870629,24.9
42243.870640,24.8
42243.870652,25.1
42243.870664,24.4
42243.870675,24.5
42243.870687,24.9
42243.870698,24.4
42243.870710,23.8
42243.870722,23.9
42243.870733,23.3
42243.870745,23.5
42243.870756,24.9
42243.870768,23.0
42243.870780,24.6
42243.870791,21.7
42243.870803,23.3
42243.870814,24.4
42243.870826,24.3
42243.870838,8.7
42243.870849,0.1
42243.870861,0.1
42243.870873,0.1
42243.870884,0.5
42243.870896,0.1
42243.870907,0.1
42243.870919,0.1
42243.870931,0.4
42243.870942,0.1
42243.870954,0.2
42243.870965,0.1
42243.870977,15.7
42243.870989,21.5
42243.871000,23.5
42243.871012,23.2
42243.871023,21.0
42243.871035,21.3
42243.871047,23.7
42243.871058,22.0
42243.871070,22.9
42243.871081,24.1
42243.871093,23.7
42243.871105,23.5
42243.871116,23.6
42243.871128,23.6
42243.871139,23.9
42243.871151,21.3
42243.871163,21.9
42243.871174,24.2
42243.871186,23.4
42243.871197,21.7
42243.871209,24.2
42243.871221,23.9
42243.871232,21.7
42243.871244,24.0
42243.871256,23.3
42243.871267,24.7
42243.871279,24.9
42243.871290,22.7
42243.871302,24.0
42243.871313,22.7
42243.871325,19.2
42243.871337,23.9
42243.871348,22.5
42243.871360,24.8
42243.871371,23.2
42243.871383,23.8
42243.871395,24.3
42243.871406,22.4
42243.871418,23.6
42243.871429,24.9
42243.871441,24.7
42243.871453,23.5
42243.871464,23.3
42243.871476,24.2
42243.871487,11.2
42243.871499,0.2
42243.871511,0.1
42243.871522,0.1
42243.871534,0.4
42243.871545,0.1
42243.871557,0.1
42243.871568,0.1
42243.871580,0.4
42243.871592,0.2
42243.871603,0.1
42243.871615,0.2
42243.871626,10.0
42243.871638,21.8
42243.871650,24.0
42243.871661,24.5
42243.871673,24.5
42243.871684,24.0
42243.871696,24.8
42243.871708,24.2
42243.871719,23.9
42243.871731,24.5
42243.871743,24.7
42243.871754,24.1
42243.871766,19.3
42243.871777,19.6
42243.871789,21.4
42243.871800,23.8
42243.871812,23.4
42243.871824,17.3
42243.871835,20.9
42243.871847,23.4
42243.871858,16.4
42243.871870,19.3
42243.871882,20.0
42243.871893,21.0
42243.871905,22.0
42243.871916,24.3
42243.871928,19.8
42243.871940,23.7
42243.871951,24.9
42243.871963,25.0
42243.871974,25.0
42243.871986,24.9
42243.871998,25.0
42243.872009,24.9
42243.872021,25.0
42243.872033,24.9
42243.872044,25.0
42243.872056,24.8
42243.872067,24.8
42243.872079,25.0
42243.872128,24.6
42243.872191,0.1
42243.872318,10.3
42243.872364,24.9
42243.872483,24.9
42243.872494,24.2
42243.872621,24.6
42243.872739,23.9
42243.872806,0.1
42243.872933,11.5
42243.872959,20.4
42243.872970,24.9
42243.872998,17.3
42243.873046,24.8
42243.873057,23.9
42243.873074,24.9
42243.873090,24.3
42243.873101,24.0
42243.873113,24.3
42243.873125,24.9
42243.873136,24.6
42243.873148,24.9
42243.873159,24.9
42243.873171,25.1
42243.873183,24.9
42243.873194,24.9
42243.873206,24.8
42243.873217,25.0
42243.873229,24.9
42243.873241,24.9
42243.873252,24.8
42243.873264,24.9
42243.873275,25.0
42243.873287,24.8
42243.873299,24.9
42243.873310,24.8
42243.873322,24.9
42243.873333,24.9
42243.873345,24.8
42243.873357,22.3
42243.873368,7.1
42243.873380,0.1
42243.873392,0.1
42243.873403,0.1
42243.873415,0.4
42243.873426,0.1
42243.873438,0.1
42243.873450,0.1
42243.873461,0.4
42243.873473,0.1
42243.873484,0.1
42243.873496,0.1
42243.873508,0.1
42243.873519,0.1
42243.873531,0.1
42243.873542,0.1
42243.873554,0.1
42243.873566,0.1
42243.873577,0.1
42243.873589,0.1
42243.873601,0.1
42243.873612,0.1
42243.873624,0.5
42243.873635,0.1
42243.873647,0.1
42243.873659,0.1
42243.873670,0.4
42243.873682,0.1
42243.873693,0.1
42243.873705,0.1
42243.873717,0.4
42243.873728,0.1
42243.873740,0.1
42243.873752,0.1
42243.873763,20.3
42243.873775,24.9
42243.873786,25.0
42243.873798,24.9
42243.873925,25.0
42243.874053,24.9
42243.874180,24.9
42243.874212,24.9
42243.874275,0.1
42243.874368,4.8
42243.874380,24.9
42243.874435,25.0
42243.874446,20.7
42243.874458,24.4
42243.874469,24.7
42243.874481,25.0
42243.874492,24.9
42243.874504,24.9
42243.874516,25.1
42243.874527,25.1
42243.874539,24.5
42243.874551,24.5
42243.874562,22.7
42243.874574,22.9
42243.874585,23.3
42243.874597,24.5
42243.874609,24.8
42243.874620,25.0
42243.874632,24.9
42243.874643,24.6
42243.874655,23.4
42243.874667,24.3
42243.874678,24.7
42243.874690,24.7
42243.874701,25.0
42243.874713,23.7
42243.874725,24.8
42243.874736,24.9
42243.874749,24.8
42243.874759,24.2
42243.874771,24.5
42243.874783,24.4
42243.874794,20.9
42243.874806,24.7
42243.874818,25.0
42243.874829,19.7
42243.874841,0.1
42243.874852,0.1
42243.874864,0.1
42243.874876,0.4
42243.874887,0.1
42243.874899,0.1
42243.874911,0.1
42243.874922,0.5
42243.874934,0.1
42243.874945,0.1
42243.874957,0.1
42243.874969,6.5
42243.874980,24.7
42243.874992,24.9
42243.875003,24.9
42243.875015,25.0
42243.875027,25.0
42243.875038,25.0
42243.875050,24.9
42243.875062,24.5
42243.875073,24.7
42243.875085,24.8
42243.875096,25.0
42243.875108,25.0
42243.875120,25.0
42243.875131,24.9
42243.875143,25.0
42243.875154,25.0
42243.875166,25.0
42243.875178,25.0
42243.875189,24.9
42243.875316,24.9
42243.875439,24.9
42243.875513,0.1
42243.875604,7.3
42243.875616,23.9
42243.875712,23.9
42243.875778,23.9
42243.875789,22.4
42243.875800,25.1
42243.875911,24.4
42243.875923,23.6
42243.875943,24.4
42243.875955,24.2
42243.876019,24.2
42243.876031,22.8
42243.876042,23.7
42243.876054,24.4
42243.876066,12.2
42243.876077,0.1
42243.876089,0.1
42243.876100,0.1
42243.876112,0.4
42243.876124,0.1
42243.876135,0.1
42243.876147,0.1
42243.876158,0.4
42243.876170,0.1
42243.876182,0.1
42243.876193,0.1
42243.876205,12.4
42243.876216,24.1
42243.876228,23.8
42243.876240,24.4
42243.876251,24.6
42243.876263,24.7
42243.876274,24.9
42243.876286,23.8
42243.876298,22.9
42243.876309,23.3
42243.876321,24.3
42243.876332,21.8
42243.876344,23.2
42243.876356,23.9
42243.876367,23.7
42243.876379,24.4
42243.876390,24.4
42243.876402,19.1
42243.876414,23.9
42243.876425,13.4
42243.876437,23.5
42243.876448,24.4
42243.876460,24.3
42243.876472,24.8
42243.876483,24.9
42243.876495,24.0
42243.876506,24.4
42243.876518,24.3
42243.876530,24.0
42243.876541,24.1
42243.876553,23.7
42243.876565,24.0
42243.876576,24.1
42243.876588,23.2
42243.876599,22.7
42243.876727,18.0
42243.876787,0.2
42243.876915,15.8
42243.876966,24.4
42243.877055,24.4
42243.877066,24.1
42243.877078,24.9
42243.877120,24.6
42243.877134,23.0
42243.877145,22.9
42243.877273,24.5
42243.877400,7.1
42243.877527,15.4
42243.877655,24.4
42243.877782,24.2
42243.877909,24.4
42243.877945,14.8
42243.877957,0.1
42243.878084,2.8
42243.878163,24.3
42243.878290,24.5
42243.878417,24.1
42243.878525,24.4
42243.878537,24.4
42243.878664,1.2
42243.878792,0.0
42243.878919,0.1
42243.879046,21.0
42243.879111,24.5
42243.879238,24.3
42243.879366,24.3
42243.879416,23.5
42243.879428,0.1
42243.879555,0.6
42243.879609,24.2
42243.879726,24.1
42243.879737,24.6
42243.879864,24.5
42243.879992,24.3
42243.880119,6.8
42243.880246,15.7
42243.880311,24.5
42243.880439,24.4
42243.880566,24.5
42243.880693,13.8
42243.880738,0.1
42243.880865,17.2
42243.880971,24.5
42243.881046,24.1
42243.881173,24.1
42243.881218,24.1
42243.881229,22.6
42243.881357,4.6
42243.881484,17.6
42243.881569,24.3
42243.881697,24.3
42243.881824,24.1
42243.881872,21.3
42243.881884,0.1
42243.882011,1.3
42243.882138,24.6
42243.882223,23.8
42243.882235,24.4
42243.882362,24.5
42243.882473,24.4
42243.882487,11.4
42243.882546,0.1
42243.882673,10.3
42243.882719,24.5
42243.882836,24.3
42243.882963,24.1
42243.883090,24.5
42243.883107,20.6
42243.883169,0.1
42243.883296,10.2
42243.883342,24.6
42243.883421,24.2
42243.883479,24.4
42243.883606,24.6
42243.883717,23.9
42243.883784,0.1
42243.883912,0.1
42243.883958,0.1
42243.884039,0.1
42243.884050,0.1
42243.884178,13.4
42243.884213,24.6
42243.884340,24.6
42243.884467,24.6
42243.884580,23.2
42243.884641,0.1
42243.884652,0.1
42243.884780,12.8
42243.884814,24.9
42243.884942,24.9
42243.885010,24.8
42243.885021,22.1
42243.885033,25.0
42243.885045,25.0
42243.885056,24.9
42243.885068,23.9
42243.885079,25.0
42243.885091,25.0
42243.885103,25.0
42243.885114,24.9
42243.885126,24.9
42243.885137,25.0
42243.885149,24.4
42243.885161,24.7
42243.885172,24.7
42243.885184,3.6
42243.885195,0.1
42243.885207,0.1
42243.885219,0.1
42243.885230,4.5
42243.885242,0.1
42243.885253,0.1
42243.885265,0.1
42243.885277,0.3
42243.885288,0.1
42243.885300,0.1
42243.885312,0.1
42243.885323,22.1
42243.885335,25.1
42243.885346,25.0
42243.885358,24.9
42243.885369,24.9
42243.885381,25.1
42243.885393,24.5
42243.885404,24.6
42243.885416,25.0
42243.885428,24.8
42243.885439,25.1
42243.885451,24.9
42243.885462,24.9
42243.885474,24.8
42243.885486,24.9
42243.885497,24.9
42243.885509,24.8
42243.885520,24.4
42243.885532,24.9
42243.885543,24.8
42243.885555,24.9
42243.885567,24.7
42243.885578,24.9
42243.885590,24.8
42243.885602,25.2
42243.885613,24.7
42243.885672,24.6
42243.885683,24.6
42243.885709,24.8
42243.885720,24.9
42243.885731,24.7
42243.885797,18.7
42243.885843,0.2
42243.885854,0.1
42243.885866,0.1
42243.885906,0.2
42243.885919,0.1
42243.885958,24.1
42243.885969,25.0
42243.886060,24.9
42243.886090,24.5
42243.886102,24.8
42243.886117,25.0
42243.886182,24.8
42243.886194,24.3
42243.886245,24.9
42243.886256,24.9
42243.886383,23.9
42243.886395,0.1
42243.886460,0.1
42243.886472,0.3
42243.886503,0.1
42243.886518,3.0
42243.886645,25.0
42243.886657,24.2
42243.886713,24.9
42243.886724,23.5
42243.886736,25.1
42243.886747,24.9
42243.886759,25.0
42243.886770,25.0
42243.886782,24.9
42243.886794,24.7
42243.886805,24.8
42243.886817,24.8
42243.886828,25.0
42243.886840,24.9
42243.886852,24.9
42243.886863,24.7
42243.886875,24.7
42243.886886,24.8
42243.886898,24.9
42243.886910,24.8
42243.886921,24.7
42243.886933,24.9
42243.886944,24.7
42243.886956,25.0
42243.886968,24.8
42243.886979,24.9
42243.886991,7.5
42243.887003,0.1
42243.887014,0.1
42243.887026,0.1
42243.887037,0.4
42243.887049,0.1
42243.887061,0.1
42243.887072,0.1
42243.887084,0.5
42243.887095,0.1
42243.887107,0.1
42243.887119,0.1
42243.887130,18.0
42243.887142,24.9
42243.887153,24.9
42243.887165,25.0
42243.887177,24.7
42243.887188,25.0
42243.887200,25.1
42243.887211,24.9
42243.887223,24.9
42243.887235,24.9
42243.887246,25.0
42243.887258,25.0
42243.887269,24.8
42243.887281,24.9
42243.887293,24.9
42243.887304,25.0
42243.887316,24.9
42243.887327,25.0
42243.887339,25.0
42243.887394,24.9
42243.887406,23.9
42243.887418,24.8
42243.887429,20.2
42243.887441,23.9
42243.887452,24.9
42243.887464,24.9
42243.887476,25.0
42243.887487,25.0
42243.887499,24.9
42243.887511,24.6
42243.887522,24.4
42243.887534,24.7
42243.887545,24.0
42243.887557,24.4
42243.887569,22.3
42243.887580,24.6
42243.887592,23.7
42243.887603,10.1
42243.887615,0.1
42243.887627,0.1
42243.887638,0.1
42243.887650,0.4
42243.887661,0.1
42243.887673,0.2
42243.887685,0.2
42243.887696,0.5
42243.887708,0.3
42243.887719,0.1
42243.887731,0.1
42243.887743,13.7
42243.887754,23.0
42243.887766,21.2
42243.887777,24.7
42243.887789,23.0
42243.887801,21.9
42243.887812,23.4
42243.887824,24.8
42243.887835,24.6
42243.887847,22.7
42243.887859,18.8
42243.887870,23.0
42243.887882,23.9
42243.887893,24.7
42243.887905,24.3
42243.887917,22.7
42243.887928,23.4
42243.887940,23.4
42243.887951,24.8
42243.887963,24.7
42243.887975,24.4
42243.887986,24.9
42243.887998,24.9
42243.888010,25.1
42243.888021,25.0
42243.888033,24.9
42243.888160,24.9
42243.888227,25.0
42243.888238,2.7
42243.888250,0.1
42243.888262,0.1
42243.888273,0.1
42243.888285,0.4
42243.888296,0.1
42243.888308,0.1
42243.888320,0.1
42243.888331,0.3
42243.888343,0.1
42243.888354,0.2
42243.888366,0.1
42243.888378,22.3
42243.888389,24.0
42243.888401,24.3
42243.888412,24.7
42243.888424,24.9
42243.888436,24.9
42243.888447,24.5
42243.888459,24.3
42243.888470,24.6
42243.888482,25.0
42243.888494,25.0
42243.888505,24.9
42243.888517,25.0
42243.888529,24.9
42243.888540,25.0
42243.888552,25.0
42243.888563,24.9
42243.888575,25.0
42243.888586,25.0
42243.888598,24.8
42243.888610,24.8
42243.888621,24.8
42243.888633,24.9
42243.888645,24.9
42243.888656,24.9
42243.888668,24.9
42243.888679,24.8
42243.888691,24.8
42243.888703,24.8
42243.888714,24.4
42243.888816,24.9
42243.888827,24.6
42243.888839,9.7
42243.888850,0.1
42243.888874,0.1
42243.888885,0.3
42243.888900,0.1
42243.888912,0.1
42243.888923,0.2
42243.888935,0.4
42243.888946,0.1
42243.888962,0.1
42243.888974,0.1
42243.888989,0.1
42243.889030,0.1
42243.889042,0.2
42243.889053,0.1
42243.889076,0.1
42243.889087,0.4
42243.889105,0.1
42243.889152,0.1
42243.889164,0.1
42243.889177,0.1
42243.889211,0.2
42243.889337,21.9
42243.889443,24.9
42243.889461,24.9
42243.889472,24.9
42243.889599,24.7
42243.889637,24.9
42243.889649,24.3
42243.889706,17.6
42243.889745,0.2
42243.889757,0.1
42243.889768,0.1
42243.889810,0.1
42243.889821,0.1
42243.889833,10.1
42243.889845,24.8
42243.889856,24.6
42243.889868,24.9
42243.889910,24.7
42243.889921,24.8
42243.889933,24.9
42243.889981,25.0
42243.889992,24.9
42243.890009,24.9
42243.890021,24.9
42243.890041,24.9
42243.890057,24.5
42243.890068,24.8
42243.890103,24.7
42243.890113,23.8
42243.890133,24.6
42243.890261,24.9
42243.890274,25.0
42243.890285,24.8
42243.890303,9.5
42243.890314,0.1
42243.890332,0.1
42243.890401,0.2
42243.890481,15.6
42243.890581,24.9
42243.890592,24.9
42243.890607,24.9
42243.890618,24.6
42243.890637,25.0
42243.890648,24.5
42243.890712,24.9
42243.890724,24.9
42243.890745,24.6
42243.890756,24.9
42243.890770,24.9
42243.890781,24.9
42243.890793,24.8
42243.890811,24.6
42243.890841,24.8
42243.890853,24.7
42243.890869,24.9
42243.890886,24.8
42243.890898,18.3
42243.890955,0.1
42243.890966,0.1
42243.891093,11.8
42243.891128,24.9
42243.891161,25.0
42243.891172,24.5
42243.891204,24.8
42243.891215,24.8
42243.891227,24.8
42243.891254,24.7
42243.891265,24.8
42243.891283,25.0
42243.891373,24.9
42243.891384,24.7
42243.891413,24.7
42243.891424,24.9
42243.891436,24.9
42243.891492,24.0
42243.891553,0.1
42243.891681,10.1
42243.891721,24.9
42243.891732,24.5
42243.891860,23.9
42243.891987,24.6
42243.892086,24.4
42243.892096,24.8
42243.892129,7.0
42243.892140,0.1
42243.892152,0.1
42243.892215,0.2
42243.892227,0.1
42243.892238,0.1
42243.892353,23.3
42243.892365,23.3
42243.892376,24.2
42243.892504,23.2
42243.892631,22.7
42243.892738,23.3
42243.892811,0.1
42243.892928,10.9
42243.892939,24.9
42243.893067,24.5
42243.893170,24.9
42243.893297,24.8
42243.893351,24.8
42243.893394,0.1
42243.893415,0.2
42243.893426,0.2
42243.893482,0.1
42243.893493,8.6
42243.893620,22.1
42243.893748,23.8
42243.893759,25.0
42243.893834,24.7
42243.893961,24.9
42243.893994,11.9
42243.894086,0.1
42243.894203,0.1
42243.894232,0.3
42243.894295,0.1
42243.894422,10.1
42243.894469,24.8
42243.894480,25.1
42243.894608,24.8
42243.894735,24.8
42243.894835,24.8
42243.894854,0.1
42243.894898,0.2
42243.894909,0.1
42243.894930,0.3
42243.894941,0.1
42243.894979,3.5
42243.894999,24.7
42243.895126,25.0
42243.895143,24.7
42243.895270,24.9
42243.895281,24.7
42243.895409,24.9
42243.895422,24.6
42243.895435,23.9
42243.895447,0.1
42243.895486,0.2
42243.895540,0.1
42243.895551,0.1
42243.895661,19.8
42243.895672,25.0
42243.895688,24.8
42243.895700,24.8
42243.895711,24.3
42243.895723,24.7
42243.895776,24.8
42243.895787,24.5
42243.895806,24.2
42243.895817,24.7
42243.895834,25.0
42243.895873,24.9
42243.895884,24.7
42243.895901,23.6
42243.895931,24.7
42243.896038,24.8
42243.896090,0.2
42243.896101,0.1
42243.896118,0.1
42243.896129,0.1
42243.896153,0.2
42243.896164,0.1
42243.896179,2.2
42243.896190,25.0
42243.896211,25.0
42243.896338,24.9
42243.896387,24.9
42243.896398,25.0
42243.896419,24.9
42243.896442,24.9
42243.896454,24.5
42243.896490,24.9
42243.896533,24.8
42243.896544,25.1
42243.896555,25.0
42243.896637,24.9
42243.896649,0.2
42243.896700,0.1
42243.896747,0.1
42243.896758,0.1
42243.896864,20.8
42243.896875,24.4
42243.896907,24.6
42243.896918,24.8
42243.896930,24.9
42243.896980,24.9
42243.896991,24.7
42243.897002,24.8
42243.897037,24.9
42243.897049,24.9
42243.897063,24.8
42243.897104,24.8
42243.897115,24.9
42243.897127,24.8
42243.897197,24.9
42243.897208,24.7
42243.897223,24.5
42243.897255,9.3
42243.897272,0.1
42243.897283,0.4
42243.897305,0.1
42243.897317,0.1
42243.897345,0.2
42243.897426,15.9
42243.897438,24.9
42243.897484,24.8
42243.897502,24.9
42243.897513,24.6
42243.897540,24.7
42243.897566,24.6
42243.897577,24.9
42243.897597,25.0
42243.897628,25.0
42243.897639,24.8
42243.897660,24.2
42243.897686,24.9
42243.897697,25.0
42243.897729,24.9
42243.897839,24.6
42243.897880,0.1
42243.897958,0.1
42243.897969,0.1
42243.898056,21.6
42243.898183,24.9
42243.898310,24.9
42243.898437,24.8
42243.898462,17.9
42243.898565,0.3
42243.898692,19.1
42243.898819,24.8
